content,score,thumbsUpCount,at,clean_content
mntap,4,0,2022-02-11 18:26:31,mntap
Good,4,0,2021-10-23 11:35:08,good
Sudah banyak berubah. Kini tokopedia semakin bersaing dg banyak kemudahan. Kaget aja. keren ini. Hanya saja Menu pembayaran BSI mobile belum ada ya?,4,9,2021-06-19 06:03:08,berubah tokopedia bersa dg kemudahan kaget aja keren menu pembayaran bsi mobil ya
Belum bisa memberikan bintang 5 nanti setelah dicoba dulu.,4,0,2021-05-30 07:06:33,bintang dicoba
Bagus dan lebih murah,4,0,2022-04-08 05:29:16,bagu murah
belanja lebih mudah,4,0,2021-08-17 13:13:10,belanja mudah
Layanan nya bagus.,4,0,2021-05-28 01:39:21,layanan nya bagu
4 dlu ya,4,0,2022-03-07 03:09:36,dlu ya
mantap,4,0,2021-11-11 12:23:08,mantap
Mantul,4,0,2022-06-19 06:29:00,mantul
Aku puwas,4,0,2021-06-21 04:48:15,puwa
"baru pertama nich,semoga barang dan pengantaran bagus",4,0,2022-05-09 13:04:27,nichsemoga barang pengantaran bagu
okendulu ya,4,0,2022-03-10 05:18:08,okendulu ya
keren,4,0,2021-11-04 13:36:18,keren
semoga semakin jaya terus,4,0,2021-09-12 04:22:29,semoga jaya
baru nyobain nihh...,4,0,2022-05-14 08:29:05,nyobain nihh
Manteff bgtttyyyyyyyyyy,4,0,2022-05-29 00:55:13,manteff bgtttyyyyyyyyyy
Hooh tenan,4,0,2022-08-23 11:48:32,hooh tenan
Mudah mudahan di permudah pengajuan nya,4,0,2022-04-07 09:13:48,mudah mudahan permudah pengajuan nya
bagus,4,0,2021-10-31 06:39:46,bagu
bagus,4,0,2022-02-03 08:13:27,bagu
bagus,4,0,2022-03-01 12:27:05,bagu
Bagus,4,0,2021-09-06 01:52:46,bagu
banyak in gratisan nya,4,0,2022-04-27 16:11:16,in gratisan nya
"Terimakasih, Tokopedia sudah merespon cepat komplain pengiriman pelanggan nya.",4,0,2021-11-01 02:12:45,terimakasih tokopedia merespon cepat komplain pengiriman pelanggan nya
"Kab nganjuk Jatim belum bisa bayar pajak PBB lewat tokped ya ?,mohon segera adakan ya. Kedirisudah ada soal nya",4,0,2021-09-18 00:29:15,kab nganjuk jatim bayar pajak pbb tokp ya mohon adakan ya kedirisudah nya
Lebih terhibur krn ada Bebas ongkir & cashback walaupun dlm bentuk point gopay..thanks Toko Pedia tingkatkan terus kualitas g kuantitas mu..i love u..,4,1,2022-04-05 22:11:51,terhibur krn beba ongkir cashback dlm bentuk point gopaythank toko pedia tingkatkan kualita g kuantita mui love u
mantab solusi kebutuhan sehari hari banyak pilihan kredit pihak kedua sukses selalu,4,0,2022-01-29 08:26:55,mantab solusi kebutuhan sehari pilihan kredit suks
Bagus dan bermanfaat,4,0,2021-06-26 23:45:53,bagu bermanfaat
baik,4,0,2021-12-21 16:19:07,
aku suka,4,0,2022-06-21 02:55:08,suka
Bagus,4,0,2021-05-24 00:59:59,bagu
oke boss,4,0,2021-05-26 02:35:20,oke boss
terimakasih Tokopedia i love Tokopedia:),4,0,2022-03-06 03:41:18,terimakasih tokopedia i love tokopedia
Tolong buat aplikasi tokped lite dong,4,1,2022-02-17 14:09:30,tolong aplikasi tokp lite
bagus,4,0,2022-03-30 21:02:28,bagu
aplikasi bagus,4,0,2022-08-30 05:26:25,aplikasi bagu
sangat berguna,4,0,2022-02-12 16:13:05,berguna
Semoga sesui yg diharapkan,4,0,2021-07-09 13:55:16,semoga sesui yg diharapkan
"Baru instal...mudah""an bnyak promo menarik biar makin seneng belanjanya",4,0,2021-08-27 05:36:53,instalmudahan bnyak promo menarik biar seneng belanjanya
Mantap,4,0,2021-05-13 16:50:25,mantap
klau geratis ongkir ksh bintang5,4,0,2022-04-20 22:20:25,klau gerati ongkir ksh bintang
ok,4,0,2022-06-04 04:55:19,ok
mantaplah pokoknya,4,0,2022-10-10 22:44:31,mantaplah pokoknya
aplikasi yang sangat membantu bangetttt... makasih tokopedia,4,0,2021-09-21 03:05:59,aplikasi membantu bangetttt makasih tokopedia
"Yang sabar ya Top:( , seribu kebaikan akan dilupakan hanya karena ada satu kesalahan, ucapan manusia itu gado-gado ""ada manisnya, tapi kalau pedes, kadang pedes bangettt"".",4,0,2022-01-05 09:45:25,sabar ya top seribu kebaikan dilupakan kesalahan ucapan manusia gadogado manisnya pede kadang pede bangettt
Mantap,4,0,2021-06-15 07:42:49,mantap
Upgrade!,4,0,2022-11-21 05:33:46,upgrad
baik,4,0,2021-12-10 02:27:34,
Bagus,4,0,2021-07-24 08:45:45,bagu
"Push notificationnya berisik banget. Masa dalam kurun waktu 2 mnt ada 4-5 notif dan isinya hampir sama, cuma tentang voucher.",4,2,2022-01-09 09:10:24,push notificationnya berisik banget kurun mnt notif isinya voucher
"bagus,tetap pertahankan👍👍👍👍",4,0,2021-07-12 05:55:06,bagustetap pertahankan
lumayan bagus banyak promo,4,0,2022-03-04 10:56:51,lumayan bagu promo
Sesuai pesanan dan cepat smpai,4,0,2021-05-19 15:33:40,sesuai pesanan cepat smpai
Mantaplah,4,0,2022-05-18 23:58:58,mantaplah
baik,4,0,2021-09-01 13:13:38,
simple,4,0,2022-06-04 08:32:20,simpl
Maaf tolong saya mau download apk ini tapi kok instal nya lama banget sampe 1 jam,4,0,2021-06-23 07:05:03,maaf tolong download apk instal nya banget samp jam
nice kill,4,0,2021-12-23 01:29:42,nice kill
Sangat bermanfaat,4,0,2021-08-26 23:45:59,bermanfaat
sangat bagus,4,0,2022-05-30 01:39:45,bagu
gg,4,0,2022-07-01 06:23:15,gg
"terimakasih, mudah""an makin berkembang dan makin banyak promo""",4,0,2021-07-25 08:43:18,terimakasih mudahan berkembang promo
ok mantap,4,0,2021-11-26 17:03:12,ok mantap
okay,4,0,2022-09-04 20:37:49,okay
bagus,4,0,2021-09-23 02:21:53,bagu
Semoga amanah,4,0,2022-03-08 11:30:17,semoga amanah
Bagus,4,0,2021-05-27 08:22:44,bagu
terimakasih toko pedia,4,0,2021-10-08 16:05:35,terimakasih toko pedia
Aplikasi yg bagus 👍,4,0,2022-10-06 02:57:15,aplikasi yg bagu
Yg ditampilkan itu yg di kirem oke,4,0,2022-09-17 08:33:47,yg ditampilkan yg kirem oke
K dan terindah yang om sagita o mm. .k. Ni ugemm.,4,0,2021-11-09 03:38:30,k terindah om sagita o mm k ni ugemm
nice,4,0,2021-09-03 05:03:49,nice
Sip Jos Gandos !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Mantap Ndan,4,0,2021-12-18 07:48:09,sip jo gando mantap ndan
"setiap transaksi ada biaya admin Rp. 1.000,- kalau bisa dihapus dong",4,0,2022-10-04 03:24:36,transaksi biaya admin rp dihapu
oke,4,0,2021-06-10 16:27:42,oke
"Tokopedia di Oppo a53 tidak bisa di download dan update kira"" Kenapa ya?",4,0,2021-05-24 12:08:10,tokopedia oppo a download updat ya
Mantap la pokok nya.,4,0,2021-08-02 04:03:03,mantap la pokok nya
mantap ni Tokopedia,4,0,2021-06-25 13:11:57,mantap ni tokopedia
"terlihat terpercaya, bagus.",4,0,2021-08-31 02:37:38,terpercaya bagu
"Saya baru pertama membeli di tokopedia kenapa pesanan saya dibatalkan secara sepihak padahal saya sudah bayar lewat BCA VA, mohon tanggapan dari tokopedia.... *Terima Kasih sudah lgs ditanggapi dgn pengembalian saldo saya ditokopedia.",4,0,2022-08-06 16:18:27,memb tokopedia pesanan dibatalkan bayar bca va mohon tanggapan tokopedia terima kasih lg ditanggapi dgn pengembalian saldo ditokopedia
tokped keren,4,0,2021-12-10 16:51:50,tokp keren
mntul,4,1,2021-09-02 10:07:39,mntul
ok bnget deh,4,0,2022-02-19 14:21:24,ok bnget deh
Good,4,0,2022-03-05 01:13:28,good
"opsi pengiriman komplit, fitur komplain juga ada",4,0,2021-10-12 08:34:00,opsi pengiriman komplit fitur komplain
Sangat bagus dan mudah,4,0,2021-09-27 13:08:26,bagu mudah
Saran saja . Harusnya kurir juga beri rating dong jangan toko penjual saja. Karena kadang penjualnya bagus packingnya pengiriman d kurirnya jelek. Jadi bisa menilai kurir mana yg LBH baik.,4,0,2021-08-06 10:54:12,saran kurir rate toko penjual kadang penjualnya bagu packingnya pengiriman d kurirnya jelek menilai kurir yg lbh
mantap wadidaw,4,0,2022-03-29 07:51:49,mantap wadidaw
Saya udh seminggu selesai mengikuti pelatihan tp knp di dasbhor prakerja blm da ulasan nya,4,0,2021-09-27 12:41:58,udh seminggu selesai mengikuti pelatihan tp knp dasbhor prakerja blm da ulasan nya
okkkkkkkkkkkkkkkk,4,0,2022-04-27 00:57:10,okkkkkkkkkkkkkkkk
"Tokopedia memang keren aku suka belanja di Tokopedia. Tokopedia selalu ada,selalu bisa",4,0,2021-08-17 14:05:31,tokopedia keren suka belanja tokopedia tokopedia adaselalu
Ok,4,0,2022-02-10 06:42:14,ok
"Biaya layanan menurut saya cukup besar, overall mantap",4,0,2022-05-07 15:44:56,biaya layanan overal mantap
mantap gratis,4,0,2022-10-20 03:50:45,mantap grati
semoga kedepannya lebih baik lagi dan memuaskan pelanggan...,4,0,2021-09-23 20:53:10,semoga kedepannya memuaskan pelanggan
siip,4,0,2022-06-15 06:50:41,siip
Aplikasi yg sangat membantu di masa masa sekarang.,4,0,2021-09-07 00:21:01,aplikasi yg membantu
bagus,4,0,2021-08-24 05:28:28,bagu
"Ketika terdapat notifikasi Update selalu tidak bisa dibuka aplikasinya, saran saya bisa diberikan dua pilih mau update atau tidak supaya bagi mereka yg RAMnya cukup kecil bisa bertahan dengan aplikasi ini walaupun masoh versi lama",4,7,2022-01-10 16:22:11,notifikasi updat dibuka aplikasinya saran pilih updat yg ramnya bertahan aplikasi masoh versi
sering terjadi kesalahan,4,0,2021-12-09 22:34:30,kesalahan
aplikasi yang sangat membantu ...,4,0,2022-03-04 02:54:54,aplikasi membantu
"Bagus bgt, harus bisa jd saingan si oren ya ped",4,0,2021-09-18 01:21:00,bagu bgt jd saingan si oren ya ped
Ok,4,0,2021-08-06 06:34:00,ok
empat dulu aja,4,0,2021-08-07 15:05:20,aja
Cukup bagus,4,0,2022-04-19 08:45:33,bagu
lebih cepat & efekrif pake gopay,4,0,2021-12-17 04:01:13,cepat efekrif pake gopay
Ok,4,0,2021-09-26 04:05:08,ok
Sekeren ini aplikasi nya👍,4,0,2021-12-13 04:11:17,sekeren aplikasi nya
Sudah Ada Gopay.. Sip. Nuhun Tokopedia and Team,4,0,2021-10-14 07:34:40,gopay sip nuhun tokopedia and team
Baik,4,0,2022-03-13 05:09:38,
oo,4,0,2022-03-14 18:15:24,oo
Ok,4,0,2021-08-21 16:37:05,ok
Untung banyak deh belanja di toped👍,4,0,2022-06-14 12:21:14,untung deh belanja tope
Lebih ekonomis,4,0,2021-06-30 13:05:14,ekonomi
menarik,4,0,2022-11-01 10:19:38,menarik
Eren,4,0,2022-11-23 05:27:33,eren
kasih kupon diskon laaa,4,0,2022-11-28 08:50:57,kasih kupon diskon laaa
terimaksih 0rph,4,0,2022-02-12 10:22:53,terimaksih rph
mantap,4,0,2021-11-16 17:25:34,mantap
baru pertama mengunakan Tokopedia... lumayan keren laah good,4,0,2021-11-26 06:54:15,mengunakan tokopedia lumayan keren laah good
bagus produk indonesia,4,0,2021-09-12 19:23:02,bagu produk indonesia
bagus,4,0,2021-11-06 05:42:56,bagu
nice,4,0,2022-09-09 04:59:57,nice
Aplikasi tidak muncul buka tokped harus dri play store,4,0,2021-07-21 10:13:40,aplikasi muncul buka tokp dri play store
top,4,0,2022-01-20 13:05:41,top
Siiippp,4,0,2021-06-10 07:20:22,siiippp
semoga Tokopedia terus berkembang,4,0,2021-11-11 12:38:54,semoga tokopedia berkembang
Ok banget,4,0,2021-06-30 20:55:08,ok banget
nyoba dlu,4,0,2022-03-17 01:24:52,nyoba dlu
mantapp,5,0,2021-12-01 02:26:10,mantapp
mantap,5,0,2021-10-11 17:05:32,mantap
puas belanja di toko pedia..barangnya murah..kuwalitas bagus..dan gratis ongkir..trimakasih.,5,0,2022-04-16 07:22:38,pua belanja toko pediabarangnya murahkuwalita bagusdan grati ongkirtrimakasih
Aplikasi Bagus,5,0,2021-12-03 17:37:49,aplikasi bagu
"Mantap aplikasinya banyak menu menarik Dan tampilannya luwes, Indonesia baget",5,0,2022-04-06 20:41:28,mantap aplikasinya menu menarik tampilannya luw indonesia baget
keren,5,0,2021-10-08 13:04:59,keren
Saya pernah blanja di Tokopedia..kadang kurang cocok dengan..harapan..percuma to,5,1,2021-12-13 07:43:45,blanja tokopediakadang cocok denganharapanpercuma to
lengkap cepat n.mantap,5,0,2021-07-23 04:17:56,lengkap cepat nmantap
"Keren, GRATIS ONGKIR + HADIAH GRATIS PENGGUNA BARU NYATA (barang datang sesuai pesanan + cepat sampai). BANYAK KUPON DISKON + CASHBACK JUGA. MAKASIH TOKPED😘( ˘ ³˘)♥",5,1,2021-12-11 05:18:05,keren grati ongkir hadiah grati pengguna nyata barang sesuai pesanan cepat kupon diskon cashback makasih tokp
good,5,0,2022-03-01 06:29:39,good
murah meriah coey,5,0,2021-11-09 16:31:02,murah meriah coey
mantap,5,0,2022-02-23 08:04:10,mantap
Tokopedia selalu di hati semoga sekses selamannya,5,0,2021-08-26 04:33:14,tokopedia hati semoga seks selamannya
Selama belanja di tokopedai gak.ada masalah dan bebas ongkirnya memang top,5,0,2022-01-04 01:11:53,belanja tokopedai gakada beba ongkirnya top
good job,5,0,2021-09-23 06:07:35,good job
bintang yang menjawab,5,0,2021-09-16 21:28:46,bintang
Ok,5,0,2021-08-03 04:46:44,ok
Sangat membantu,5,0,2021-10-01 10:00:07,membantu
bagus sekali saya suka,5,0,2021-12-19 03:59:53,bagu suka
ITS Debest♥️,5,0,2022-02-27 02:48:49,it debest
"aku suka, tp aku bingung gmn cara dapetin PC nya ya? apa udah abis eventnya?",5,0,2021-12-21 11:23:51,suka tp bingung gmn dapetin pc nya ya udah abi eventnya
mantap semoga jaya selalu,5,0,2021-12-18 10:41:04,mantap semoga jaya
Bagus,5,0,2022-05-09 15:35:30,bagu
mudah dan murah belanja di tokopedia,5,0,2022-03-10 04:51:14,mudah murah belanja tokopedia
oke makasih tokopedia,5,0,2022-03-24 17:08:45,oke makasih tokopedia
cepat dan mudah,5,0,2021-08-10 09:32:22,cepat mudah
Bagus kok aplikasinya,5,0,2021-09-16 01:24:06,bagu aplikasinya
TOP MARKOTOP APLIKASI NYA... SESUAI SEMUA... GAK KAYAK APLIKASI SEBELAH CHUUAAKKSS!!!,5,0,2021-10-15 22:30:02,top markotop aplikasi nya sesuai gak kayak aplikasi sebelah chuuaakkss
mantap,5,0,2022-03-07 18:14:01,mantap
Suka bgt sama Tokopedia ❤️❤️❤️ jd gampang bayar2 nya,5,0,2022-01-17 15:05:45,suka bgt tokopedia jd gampang bayar nya
Suka mntap,5,0,2022-06-24 03:30:52,suka mntap
the best,5,0,2021-11-26 02:31:47,the best
sangat puas dg pelayanannya,5,0,2022-01-07 13:31:18,pua dg pelayanannya
Top markotop...,5,0,2021-11-26 04:14:00,top markotop
Top markotop,5,0,2021-08-21 17:53:27,top markotop
gooodd makasih makasih 😘,5,0,2021-09-01 13:23:18,gooodd makasih makasih
krennn.. 👍👍👍👍🙏🙏🙏,5,0,2021-05-15 01:24:57,krennn
tokopedia emang mantap...produk banyak harga bersahabat servis cepat dan memuaskan.... banyak gamea berhadiah lagi...terimakasih tokopedia ...maju terus dan semakin jaya,5,2,2022-02-20 11:08:49,tokopedia emang mantapproduk harga bersahabat servi cepat memuaskan gamea berhadiah lagiterimakasih tokopedia maju jaya
mantap,5,0,2021-10-10 10:31:58,mantap
Top,5,0,2021-06-10 15:09:54,top
Tolong perbaiki pass ATC gagal pass masukin kode OVO,5,0,2021-05-28 05:30:52,tolong perbaiki pass atc gagal pass masukin kode ovo
ok,5,0,2022-06-17 15:00:38,ok
good,5,0,2022-06-14 07:43:21,good
Mantap,5,0,2021-05-29 11:56:33,mantap
Ok juga mantapppp,5,0,2021-09-05 04:37:49,ok mantapppp
mantul,5,0,2022-11-09 10:02:14,mantul
Tokopedia memang mantap,5,0,2021-06-26 03:43:29,tokopedia mantap
mantab,5,0,2021-08-17 12:42:16,mantab
Terima kasih Tokopedia,5,0,2022-03-08 15:00:42,terima kasih tokopedia
Oke banget,5,0,2021-09-03 00:28:47,oke banget
suka,5,1,2021-06-28 12:04:59,suka
respon cepat tanggap,5,0,2022-04-06 10:50:43,respon cepat tanggap
Terima kasih sudah sampai saat ini masih menggunakan dan tidak mengecewakan,5,0,2022-04-07 03:49:31,terima kasih mengecewakan
Mantapnya,5,0,2021-05-24 04:41:49,mantapnya
Selama ini nyaman2 aja,5,0,2022-04-21 12:55:21,nyaman aja
"selalu ada diskon, bikin nagih emang tokped",5,0,2022-04-06 21:00:00,diskon bikin nagih emang tokp
toped the best pokok nya 😃😃,5,0,2022-05-11 13:58:46,tope the best pokok nya
thanks toko pedia memudahkan belanja online,5,0,2021-11-29 16:43:08,thank toko pedia memudahkan belanja onlin
hterima kasih tokopedia,5,0,2021-08-10 12:41:19,hterima kasih tokopedia
pembeliannya cepat dan mudah,5,0,2021-09-23 06:58:28,pembeliannya cepat mudah
"Thank's TokPed Sangatt Membantu,, ✍️🙏🤝🍭",5,0,2022-03-13 17:03:44,thank tokp sangatt membantu
Aplikasi ini bagus (・∀・),5,0,2021-11-08 08:24:30,aplikasi bagu
Marketplace paling mantap,5,0,2021-08-19 00:22:14,marketplac mantap
Aplikasi nya sangat bagus dan sangat membantu untuk transaksi apapun.,5,0,2022-09-01 09:21:05,aplikasi nya bagu membantu transaksi apapun
ok,5,0,2021-08-19 20:12:54,ok
"Aplikasi bagus, dan tingkatkan terus pelayanan nya",5,0,2021-06-03 03:42:52,aplikasi bagu tingkatkan pelayanan nya
nice mantap betul,5,0,2021-05-19 16:31:45,nice mantap
"makasih gratisannya, seharusnya setiap 5bulan sekali gratisnya",5,0,2021-08-30 07:14:50,makasih gratisannya gratisnya
makin banyak inovasi. dan jaga keaslian produk yg dijual,5,0,2021-08-10 03:02:16,inovasi jaga keaslian produk yg dijual
Sangat membatu,5,0,2022-04-19 12:51:55,membatu
woek,5,0,2022-06-06 18:46:42,woek
"sangat menyenangkan,membantu dan sangat mudah",5,0,2021-06-25 03:38:12,menyenangkanmembantu mudah
Mantap semoga terus berkarya,5,0,2022-10-19 15:14:42,mantap semoga berkarya
yey..,5,0,2022-09-27 15:04:36,yey
ok,5,0,2022-11-21 13:33:33,ok
Manfaat Nyata Sangat Membantu Masyarakat,5,0,2021-05-20 14:02:30,manfaat nyata membantu masyarakat
oke banget,5,0,2021-10-27 13:44:05,oke banget
bagus,5,0,2022-03-15 04:59:31,bagu
🥰🥰,5,0,2021-05-24 19:18:46,
"keren, pertahankan aplikasi dg layanan yg baik",5,0,2022-02-27 14:09:57,keren pertahankan aplikasi dg layanan yg
Good apk 👍👍,5,0,2021-06-23 02:20:52,good apk
mantap,5,0,2022-02-12 02:47:28,mantap
Bagus,5,0,2021-10-05 01:26:11,bagu
"terbaik, banyak promo, diskon, seller ramah, pelayanan bagus.",5,0,2021-09-02 16:28:32,terbaik promo diskon seller ramah pelayanan bagu
Sangat membantu 👍,5,0,2022-11-17 08:27:28,membantu
Tokopedia oke banget buat pengguna baru ada gratis belanja,5,0,2022-01-14 01:41:22,tokopedia oke banget pengguna grati belanja
mantap banget,5,0,2022-07-04 00:56:48,mantap banget
Mantebb bangettt tokpedddd,5,0,2022-05-14 12:07:59,mantebb bangettt tokpedddd
Cakep lah ya!!!!,5,0,2021-09-22 09:51:46,cakep ya
"Sangat bagus ...............................................................................,..........................................m.,...,.________________$$___________________________________________________________________________________________apa lo liat liat tau bagus",5,0,2022-03-03 13:48:24,bagu mapa lo liat liat tau bagu
Mnyenangkan,5,0,2021-07-29 13:40:29,mnyenangkan
suka good,5,0,2022-04-05 16:55:29,suka good
Mantap,5,0,2022-01-31 05:29:14,mantap
Bagus aplikasinya..sukses selalu Tokopedia..,5,0,2021-05-29 16:24:47,bagu aplikasinyasuks tokopedia
ntr mau coba dlu. klo oke tmbah lg bintangnya. tq,5,2,2022-10-15 22:25:15,ntr coba dlu klo oke tmbah lg bintangnya tq
@s,5,0,2021-08-13 16:08:02,s
happy shooping,5,0,2021-06-14 04:01:26,happi shoop
Bagaimana cara cek saldonya kok profinya sudah tidak ada???,5,0,2021-10-27 05:06:06,cek saldonya profinya
Keren,5,0,2021-08-09 08:35:50,keren
best,5,0,2021-10-31 07:42:00,best
banyak diskon,5,0,2022-07-21 12:11:30,diskon
Mantaplah,5,0,2022-09-29 11:52:10,mantaplah
Uhh mantap,5,0,2021-05-27 12:21:24,uhh mantap
tokopedia ~ belanja? tokopedia saja,5,0,2021-12-05 03:13:20,tokopedia belanja tokopedia
Oke & Mantullll,5,0,2022-02-14 05:22:08,oke mantulll
sangat memuaskan,5,0,2022-01-06 11:06:09,memuaskan
ada promo pengguna baru ♥️♥️♥️,5,0,2022-10-18 01:54:41,promo pengguna
ok,5,0,2022-03-03 01:12:37,ok
"moga menjadi aplikasi yg bisa menguntungkan antara pembeli dan penjual, amin.",5,0,2023-03-31 15:24:44,moga aplikasi yg menguntungkan pemb penjual amin
Bagus,5,0,2021-05-22 17:48:50,bagu
siip,5,0,2021-12-01 13:08:43,siip
mantap,5,0,2022-05-08 23:38:48,mantap
Bagus banget,5,0,2021-12-20 07:02:40,bagu banget
Nuhun,5,0,2021-12-03 19:34:55,nuhun
Aplikasi ini bagus untuk membelanja apapun saya suka!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,0,2021-09-07 04:52:03,aplikasi bagu membelanja apapun suka
Baguuuuss memuaskan,5,0,2021-06-17 16:51:10,baguuuuss memuaskan
Dari kesemuanya ada kekurangan dan kelebihan nya. Sy merasa terbantu.,5,0,2022-07-29 08:08:09,kesemuanya kekurangan kelebihan nya sy terbantu
